,shares
6048,1300
6049,778
6050,957
6051,777
6052,589
6053,1800
6054,1200
6055,3300
6056,9500
6057,5800
6058,1000
6059,2100
6060,962
6061,1300
6062,1100
6063,1100
6064,650
6065,1500
6066,840
6067,1100
6068,1200
6069,724
6070,13400
6071,771
6072,4100
6073,1100
6074,4000
6075,2200
6076,2600
6077,3300
6078,636
6079,10300
6080,1300
6081,697
6082,3200
6083,17000
6084,1700
6085,1300
6086,1400
6087,817
6088,1900
6089,6500
6090,11500
6091,1000
6092,3100
6093,9300
6094,2200
6095,1000
6096,12400
6097,1200
6098,4400
6099,913
6100,809
6101,1700
6102,732
6103,1400
6104,2800
6105,128
6106,1400
6107,893
6108,806
6109,2500
6110,3500
6111,1100
6112,1000
6113,19800
6114,1000
6115,1700
6116,1500
6117,1700
6118,2000
6119,979
6120,3600
6121,979
6122,642
6123,13700
6124,2200
6125,991
6126,2000
6127,811
6128,2100
6129,910
6130,909
6131,10300
6132,1000
6133,971
6134,2700
6135,2400
6136,868
6137,609
6138,940
6139,2000
6140,1500
6141,1200
6142,3800
6143,1800
6144,16200
6145,540
6146,1600
6147,1700
6148,1300
6149,923
6150,4000
6151,462
6152,3700
6153,2300
6154,25300
6155,834
6156,1200
6157,10200
6158,1100
6159,3800
6160,4300
6161,2800
6162,2200
6163,3700
6164,1700
6165,1000
6166,5200
6167,2500
6168,2700
6169,5600
6170,20600
6171,1000
6172,1700
6173,953
6174,761
6175,10500
6176,2600
6177,861
6178,630
6179,889
6180,2000
6181,1800
6182,3000
6183,787
6184,3000
6185,1100
6186,731
6187,30200
6188,852
6189,991
6190,975
6191,654
6192,2300
6193,2400
6194,1500
6195,2000
6196,1100
6197,1400
6198,721
6199,1200
6200,1500
6201,434
6202,1800
6203,7300
6204,5000
6205,1100
6206,1400
6207,842
6208,983
6209,22000
6210,1100
6211,1700
6212,3200
6213,841
6214,1600
6215,16200
6216,3100
6217,1500
6218,1200
6219,13100
6220,1600
6221,820
6222,2600
6223,613
6224,2800
6225,1600
6226,3200
6227,820
6228,1200
6229,1000
6230,4300
6231,14200
6232,789
6233,940
6234,5800
6235,670
6236,938
6237,621
6238,3100
6239,1800
6240,8400
6241,1200
6242,607
6243,3000
6244,4400
6245,2000
6246,30500
6247,4900
6248,4000
6249,1100
6250,694
6251,749
6252,1100
6253,737
6254,1300
6255,4200
6256,943
6257,20400
6258,3300
6259,2200
6260,1100
6261,689
6262,1400
6263,1400
6264,531
6265,1600
6266,903
6267,1600
6268,12500
6269,1000
6270,1200
6271,1800
6272,1700
6273,1300
6274,2400
6275,658
6276,870
6277,1000
6278,2400
6279,657
6280,687
6281,907
6282,3900
6283,776
6284,2200
6285,1500
6286,705
6287,5600
6288,901
6289,73100
6290,2200
6291,1300
6292,2600
6293,1600
6294,1800
6295,3600
6296,436
6297,3000
6298,4000
6299,2100
6300,1000
6301,35300
6302,951
6303,912
6304,980
6305,3200
6306,3700
6307,2500
6308,674
6309,1100
6310,699
6311,842
6312,2100
6313,438
6314,696
6315,1900
6316,2200
6317,1000
6318,440
6319,743
6320,1600
6321,1400
6322,5600
6323,1500
6324,885
6325,786
6326,708
6327,1500
6328,3400
6329,1400
6330,4100
6331,7900
6332,1200
6333,526
6334,2600
6335,1300
6336,1900
6337,4800
6338,238
6339,880
6340,1300
6341,880
6342,2300
6343,2800
6344,3400
6345,936
6346,1300
6347,1800
6348,799
6349,1800
6350,717
6351,1200
6352,1200
6353,2300
6354,12000
6355,2100
6356,1600
6357,1400
6358,1100
6359,1500
6360,1000
6361,964
6362,1200
6363,2200
6364,4000
6365,24100
6366,824
6367,544
6368,667
6369,614
6370,4200
6371,1200
6372,1500
6373,4200
6374,1100
6375,2800
6376,2100
6377,900
6378,3000
6379,973
6380,2800
6381,17100
6382,1400
6383,1500
6384,1000
6385,1500
6386,1000
6387,3500
6388,11300
6389,11900
6390,1200
6391,7500
6392,1500
6393,1000
6394,35900
6395,1400
6396,3700
6397,1600
6398,892
6399,678
6400,8000
6401,1400
6402,3300
6403,1600
6404,794
6405,925
6406,1500
6407,829
6408,454
6409,2500
6410,788
6411,6500
6412,1500
6413,1800
6414,34100
6415,2600
6416,1600
6417,802
6418,2800
6419,2300
6420,977
6421,2800
6422,634
6423,916
6424,2600
6425,848
6426,1100
6427,5600
6428,873
6429,1900
6430,1300
6431,625
6432,5600
6433,640
6434,2100
6435,4600
6436,754
6437,1500
6438,541
6439,1100
6440,670
6441,700
6442,5600
6443,1700
6444,976
6445,16000
6446,3600
6447,30000
6448,1100
6449,1700
6450,685
6451,1600
6452,798
6453,1400
6454,2300
6455,548
6456,1100
6457,702
6458,1100
6459,1300
6460,2700
6461,1200
6462,13000
6463,1900
6464,1600
6465,1600
6466,974
6467,1900
6468,2000
6469,809
6470,10100
6471,1200
6472,8000
6473,4700
6474,19000
6475,2900
6476,2700
6477,1100
6478,2300
6479,743
6480,5500
6481,2100
6482,16600
6483,1500
6484,1700
6485,661
6486,964
6487,906
6488,37200
6489,1200
6490,573
6491,11200
6492,2600
6493,974
6494,1000
6495,1200
6496,18100
6497,4000
6498,899
6499,2100
6500,11100
6501,2200
6502,7700
6503,1200
6504,1800
6505,638
6506,1100
6507,878
6508,10500
6509,23700
6510,1000
6511,1400
6512,7300
6513,1200
6514,1300
6515,736
6516,1900
6517,11700
6518,1600
6519,3400
6520,1200
6521,1100
6522,489
6523,2800
6524,732
6525,973
6526,3400
6527,1200
6528,19900
6529,8000
6530,2300
6531,698
6532,2700
6533,3300
6534,1100
6535,1800
6536,1100
6537,1100
6538,662
6539,762
6540,1500
6541,1900
6542,695
6543,3000
6544,1000
6545,745
6546,884
6547,573
6548,1200
6549,786
6550,1600
6551,9000
6552,675
6553,1300
6554,5800
6555,2300
6556,1700
6557,1400
6558,2900
6559,874
6560,1000
6561,1400
6562,1500
6563,942
6564,2900
6565,1900
6566,3800
6567,2100
6568,1600
6569,9100
6570,1100
6571,1200
6572,1300
6573,7900
6574,1400
6575,855
6576,15900
6577,4200
6578,2100
6579,7600
6580,2100
6581,963
6582,4700
6583,821
6584,1000
6585,139600
6586,3700
6587,5100
6588,1200
6589,3500
6590,1300
6591,1900
6592,1500
6593,1500
6594,773
6595,1100
6596,3700
6597,1700
6598,694
6599,1600
6600,6600
6601,608
6602,1400
6603,2700
6604,1700
6605,47300
6606,4000
6607,2100
6608,2500
6609,6500
6610,1400
6611,1700
6612,581
6613,2700
6614,548
6615,3100
6616,2100
6617,663
6618,711
6619,1200
6620,586
6621,1400
6622,1200
6623,2200
6624,2000
6625,516
6626,1100
6627,382
6628,3000
6629,187
6630,1900
6631,1700
6632,4600
6633,1100
6634,6700
6635,15800
6636,1600
6637,844
6638,758
6639,4100
6640,901
6641,2400
6642,1300
6643,975
6644,1700
6645,1300
6646,6700
6647,18200
6648,3100
6649,1000
6650,547
6651,1200
6652,2000
6653,1500
6654,1400
6655,950
6656,758
6657,1100
6658,1300
6659,1700
6660,6000
6661,846
6662,1200
6663,695
6664,4200
6665,861
6666,1100
6667,2100
6668,801
6669,435
6670,9100
6671,858
6672,1500
6673,1700
6674,629
6675,1800
6676,1200
6677,920
6678,1300
6679,1400
6680,1100
6681,1100
6682,5400
6683,2400
6684,1800
6685,546
6686,843
6687,584
6688,1600
6689,915
6690,6900
6691,1900
6692,2600
6693,1000
6694,4500
6695,1100
6696,669
6697,927
6698,985
6699,1200
6700,5500
6701,1500
6702,4700
6703,1300
6704,3400
6705,3500
6706,621
6707,1400
6708,16300
6709,1300
6710,1100
6711,8900
6712,1100
6713,754
6714,19700
6715,3800
6716,2900
6717,1100
6718,881
6719,4700
6720,2100
6721,7000
6722,3100
6723,1300
6724,1300
6725,2900
6726,693
6727,1400
6728,1000
6729,914
6730,1400
6731,1100
6732,838
6733,21700
6734,560
6735,848
6736,502
6737,903
6738,1600
6739,714
6740,1100
6741,1800
6742,1300
6743,867
6744,2600
6745,550
6746,5800
6747,919
6748,1700
6749,16300
6750,1300
6751,1100
6752,882
6753,991
6754,710
6755,886
6756,1600
6757,1400
6758,3100
6759,2700
6760,4700
6761,1500
6762,1700
6763,1400
6764,2400
6765,2800
6766,3600
6767,2000
6768,677
6769,12200
6770,2000
6771,1500
6772,1200
6773,1300
6774,2000
6775,818
6776,1900
6777,1600
6778,2800
6779,960
6780,871
6781,943
6782,1700
6783,1000
6784,1800
6785,1900
6786,10300
6787,617
6788,921
6789,1100
6790,1200
6791,1300
6792,801
6793,4700
6794,1200
6795,954
6796,2300
6797,683
6798,729
6799,2700
6800,838
6801,2000
6802,6000
6803,723
6804,1400
6805,1400
6806,1100
6807,21400
6808,842
6809,918
6810,3200
6811,53200
6812,8000
6813,2000
6814,1200
6815,612
6816,262
6817,5600
6818,3000
6819,10300
6820,1700
6821,3300
6822,6200
6823,1700
6824,375
6825,925
6826,4300
6827,541
6828,494
6829,1100
6830,856
6831,1900
6832,10500
6833,480
6834,1100
6835,1200
6836,2100
6837,755
6838,1600
6839,2100
6840,3900
6841,946
6842,1100
6843,1000
6844,6600
6845,855
6846,8500
6847,35500
6848,1700
6849,17100
6850,2700
6851,12000
6852,1000
6853,2800
6854,1300
6855,3100
6856,1400
6857,735
6858,1300
6859,846
6860,6900
6861,1100
6862,1000
6863,2200
6864,2300
6865,7600
6866,3400
6867,1900
6868,2900
6869,1300
6870,1900
6871,2000
6872,7400
6873,1700
6874,21000
6875,927
6876,2000
6877,976
6878,1000
6879,688
6880,8300
6881,3400
6882,771
6883,3700
6884,2300
6885,1200
6886,876
6887,17900
6888,914
6889,1100
6890,1100
6891,3100
6892,3900
6893,2000
6894,1800
6895,14100
6896,2000
6897,976
6898,3500
6899,2100
6900,3500
6901,1400
6902,4400
6903,872
6904,1100
6905,3300
6906,1100
6907,1300
6908,1300
6909,829
6910,2200
6911,715
6912,930
6913,689
6914,1200
6915,1400
6916,998
6917,1000
6918,1600
6919,1500
6920,7700
6921,1500
6922,3300
6923,1400
6924,6000
6925,2200
6926,1000
6927,574
6928,1100
6929,2800
6930,507
6931,1200
6932,4400
6933,882
6934,1200
6935,1300
6936,1800
6937,862
6938,1200
6939,776
6940,616
6941,1200
6942,5400
6943,1400
6944,3500
6945,78
6946,828
6947,1600
6948,743
6949,3800
6950,5600
6951,2300
6952,3300
6953,962
6954,48800
6955,2700
6956,3000
6957,851
6958,1900
6959,1300
6960,1300
6961,7700
6962,20700
6963,760
6964,748
6965,11400
6966,925
6967,910
6968,2100
6969,1600
6970,1300
6971,14400
6972,2600
6973,1100
6974,4100
6975,2900
6976,1200
6977,1500
6978,1100
6979,1100
6980,1200
6981,713
6982,30000
6983,1800
6984,5200
6985,522
6986,599
6987,1300
6988,2500
6989,2000
6990,1100
6991,70
6992,1400
6993,1300
6994,2600
6995,3200
6996,7700
6997,3200
6998,875
6999,884
7000,1000
7001,2800
7002,1700
7003,1100
7004,822
7005,1400
7006,1000
7007,7600
7008,1200
7009,1200
7010,685
7011,1300
7012,1700
7013,669
7014,6300
7015,1000
7016,2400
7017,14500
7018,10700
7019,929
7020,1100
7021,3100
7022,818
7023,2100
7024,15700
7025,1300
7026,1500
7027,5500
7028,1300
7029,777
7030,969
7031,71700
7032,1100
7033,6300
7034,6200
7035,1200
7036,864
7037,19000
7038,61500
7039,1200
7040,1600
7041,4100
7042,27700
7043,6500
7044,1100
7045,782
7046,1200
7047,970
7048,10600
7049,9800
7050,431
7051,2400
7052,928
7053,874
7054,1200
7055,599
7056,86200
7057,1000
7058,1100
7059,1400
7060,1500
7061,3900
7062,1700
7063,578
7064,3400
7065,1700
7066,947
7067,12000
7068,1200
7069,1200
7070,916
7071,795
7072,1000
7073,3300
7074,23000
7075,1700
7076,5900
7077,3000
7078,1200
7079,5800
7080,511
7081,514
7082,1500
7083,1200
7084,2200
7085,797
7086,220
7087,1600
7088,7500
7089,2200
7090,1100
7091,4100
7092,3500
7093,2000
7094,987
7095,1200
7096,25400
7097,1300
7098,1700
7099,764
7100,1400
7101,646
7102,957
7103,916
7104,1100
7105,914
7106,25900
7107,1300
7108,1400
7109,1900
7110,4900
7111,1300
7112,817
7113,2000
7114,4000
7115,3700
7116,4900
7117,1100
7118,846
7119,761
7120,22300
7121,1200
7122,594
7123,666
7124,583
7125,4400
7126,5100
7127,3200
7128,1200
7129,1100
7130,2100
7131,2100
7132,7100
7133,983
7134,448
7135,1400
7136,838
7137,1400
7138,968
7139,13600
7140,1000
7141,2000
7142,955
7143,1400
7144,30400
7145,1300
7146,919
7147,9100
7148,1200
7149,4700
7150,7400
7151,1700
7152,6300
7153,681
7154,773
7155,2400
7156,4500
7157,2500
7158,889
7159,1200
7160,805
7161,556
7162,1300
7163,859
7164,570
7165,778
7166,2100
7167,2300
7168,907
7169,1100
7170,4800
7171,1100
7172,1300
7173,2200
7174,2000
7175,6100
7176,1600
7177,407
7178,3000
7179,1800
7180,1200
7181,5600
7182,1900
7183,1000
7184,3200
7185,1900
7186,871
7187,987
7188,3000
7189,12700
7190,3400
7191,1400
7192,405
7193,919
7194,2000
7195,1200
7196,3100
7197,1000
7198,3500
7199,1400
7200,3200
7201,998
7202,1900
7203,251
7204,1000
7205,956
7206,519
7207,752
7208,557
7209,900
7210,2000
7211,1400
7212,7700
7213,1300
7214,5100
7215,3500
7216,6100
7217,2200
7218,7200
7219,771
7220,2900
7221,685
7222,1400
7223,1500
7224,813
7225,2500
7226,5100
7227,1200
7228,4600
7229,5000
7230,24200
7231,1700
7232,4600
7233,16400
7234,1400
7235,1100
7236,2200
7237,1000
7238,1400
7239,5000
7240,2000
7241,1200
7242,96500
7243,989
7244,1900
7245,1600
7246,982
7247,672
7248,822
7249,48800
7250,824
7251,1800
7252,795
7253,1400
7254,974
7255,1000
7256,2300
7257,6100
7258,874
7259,1800
7260,1300
7261,1400
7262,1300
7263,1600
7264,1700
7265,1400
7266,482
7267,3900
7268,3300
7269,1100
7270,979
7271,706
7272,854
7273,621
7274,698
7275,1500
7276,2600
7277,5800
7278,1300
7279,4700
7280,513
7281,17100
7282,1000
7283,2600
7284,765
7285,1600
7286,997
7287,1200
7288,942
7289,27900
7290,2100
7291,1900
7292,521
7293,6800
7294,861
7295,1000
7296,1200
7297,1700
7298,2300
7299,4000
7300,1100
7301,1000
7302,735
7303,1100
7304,697
7305,704
7306,948
7307,755
7308,3300
7309,42200
7310,1500
7311,2000
7312,2700
7313,2000
7314,1100
7315,1500
7316,1100
7317,899
7318,729
7319,4100
7320,1900
7321,8100
7322,434
7323,2600
7324,6100
7325,2500
7326,11000
7327,1000
7328,2400
7329,1200
7330,6600
7331,1600
7332,2800
7333,22500
7334,4300
7335,1800
7336,4200
7337,1700
7338,7800
7339,1800
7340,788
7341,1100
7342,1500
7343,5500
7344,7200
7345,810
7346,2000
7347,1300
7348,2600
7349,1400
7350,417
7351,4500
7352,973
7353,631
7354,1100
7355,1100
7356,1600
7357,1600
7358,850
7359,2900
7360,740
7361,838
7362,768
7363,1300
7364,2800
7365,779
7366,2800
7367,12400
7368,1400
7369,856
7370,2200
7371,1100
7372,2400
7373,2200
7374,2100
7375,712
7376,1000
7377,928
7378,5200
7379,1100
7380,1500
7381,879
7382,4800
7383,860
7384,3300
7385,789
7386,2300
7387,1400
7388,960
7389,1400
7390,694
7391,2300
7392,1200
7393,2700
7394,841
7395,6500
7396,2100
7397,1300
7398,6000
7399,787
7400,952
7401,1100
7402,1200
7403,64
7404,963
7405,1300
7406,4500
7407,573
7408,2700
7409,1900
7410,6500
7411,7800
7412,1800
7413,1100
7414,1500
7415,420
7416,4200
7417,1300
7418,942
7419,5200
7420,985
7421,2200
7422,977
7423,790
7424,2300
7425,1000
7426,1200
7427,863
7428,743
7429,811
7430,11000
7431,997
7432,2300
7433,698
7434,1300
7435,4400
7436,939
7437,843
7438,824
7439,804
7440,2100
7441,8200
7442,764
7443,749
7444,32200
7445,655
7446,854
7447,791
7448,5500
7449,10800
7450,4000
7451,1100
7452,1100
7453,1000
7454,5400
7455,11000
7456,1300
7457,1000
7458,1100
7459,1200
7460,5700
7461,4800
7462,1200
7463,2300
7464,2500
7465,1000
7466,2000
7467,17100
7468,3600
7469,1300
7470,598
7471,2600
7472,586
7473,1300
7474,2400
7475,842
7476,782
7477,1200
7478,860
7479,986
7480,1600
7481,911
7482,537
7483,1400
7484,1100
7485,23100
7486,119
7487,471
7488,1300
7489,2200
7490,3300
7491,1400
7492,6200
7493,703
7494,2300
7495,4300
7496,1500
7497,4200
7498,1600
7499,3500
7500,1200
7501,2800
7502,5000
7503,821
7504,2000
7505,1700
7506,1400
7507,2600
7508,6600
7509,989
7510,835
7511,2800
7512,1700
7513,2600
7514,773
7515,1200
7516,20300
7517,580
7518,506
7519,1400
7520,3600
7521,2500
7522,5700
7523,1200
7524,5000
7525,3800
7526,964
7527,4800
7528,1100
7529,1900
7530,1300
7531,1000
7532,3900
7533,1900
7534,3200
7535,834
7536,588
7537,2000
7538,455
7539,1200
7540,9300
7541,952
7542,2200
7543,39300
7544,2000
7545,1700
7546,863
7547,46100
7548,995
7549,1200
7550,987
7551,751
7552,1000
7553,1500
7554,8100
7555,2400
7556,119100
7557,425
7558,2000
7559,110
7560,679
7561,553
7562,4800
7563,566
7564,939
7565,1300
7566,1100
7567,2800
7568,822
7569,1000
7570,701
7571,2700
7572,109800
7573,1600
7574,1200
7575,753
7576,1000
7577,1500
7578,1100
7579,2700
7580,1600
7581,2300
7582,619
7583,1100
7584,1000
7585,34100
7586,9200
7587,8600
7588,651
7589,9100
7590,1600
7591,1900
7592,489
7593,2600
7594,3100
7595,695
7596,885
7597,2600
7598,2200
7599,652
7600,830
7601,610
7602,640
7603,835
7604,1100
7605,2400
7606,232
7607,819
7608,947
7609,2800
7610,980
7611,796
7612,1400
7613,696
7614,883
7615,2100
7616,685
7617,1200
7618,1800
7619,1500
7620,962
7621,6300
7622,488
7623,721
7624,1000
7625,339
7626,867
7627,758
7628,951
7629,1300
7630,1100
7631,874
7632,1300
7633,1400
7634,1200
7635,781
7636,1800
7637,675
7638,879
7639,1500
7640,750
7641,1100
7642,926
7643,3600
7644,11900
7645,3000
7646,9800
7647,743
7648,1200
7649,23300
7650,5400
7651,691
7652,768
7653,1500
7654,1700
7655,686
7656,816
7657,1200
7658,919
7659,2000
7660,857
7661,555
7662,2900
7663,10300
7664,1300
7665,7200
7666,49000
7667,3100
7668,5500
7669,1700
7670,6100
7671,2000
7672,620
7673,2700
7674,583
7675,952
7676,22000
7677,1400
7678,4100
7679,3300
7680,5100
7681,911
7682,8400
7683,2500
7684,1900
7685,9800
7686,1100
7687,873
7688,1400
7689,10600
7690,1100
7691,2300
7692,26600
7693,722
7694,1400
7695,1500
7696,1700
7697,2400
7698,14500
7699,3400
7700,16500
7701,1500
7702,2700
7703,2000
7704,2100
7705,955
7706,5900
7707,563
7708,1100
7709,4400
7710,742
7711,427
7712,1700
7713,4000
7714,1100
7715,2500
7716,2400
7717,889
7718,1200
7719,196700
7720,1100
7721,932
7722,891
7723,619
7724,3000
7725,1500
7726,716
7727,1200
7728,5300
7729,828
7730,1400
7731,8400
7732,1400
7733,1000
7734,40600
7735,3100
7736,1200
7737,3900
7738,1100
7739,4300
7740,1200
7741,3000
7742,709
7743,744
7744,2300
7745,7600
7746,445
7747,1100
7748,823
7749,1200
7750,2100
7751,4200
7752,1300
7753,1000
7754,1400
7755,1200
7756,910
7757,1100
7758,464
7759,2000
7760,2300
7761,726
7762,1200
7763,3400
7764,833
7765,1400
7766,2300
7767,6000
7768,3100
7769,1100
7770,2800
7771,10100
7772,3000
7773,2900
7774,807
7775,811
7776,1100
7777,1300
7778,4900
7779,2000
7780,1200
7781,1500
7782,4600
7783,6500
7784,701
7785,590
7786,3300
7787,958
7788,2900
7789,3200
7790,3000
7791,851
7792,1000
7793,1400
7794,2300
7795,11900
7796,623
7797,1100
7798,14900
7799,736
7800,1300
7801,2600
7802,959
7803,2200
7804,8800
7805,1100
7806,1400
7807,4900
7808,1000
7809,1200
7810,838
7811,6600
7812,15500
7813,18200
7814,925
7815,7500
7816,1700
7817,1500
7818,24300
7819,964
7820,4000
7821,629
7822,10700
7823,562
7824,5400
7825,864
7826,2100
7827,590
7828,7300
7829,1900
7830,1900
7831,634
7832,4500
7833,1400
7834,840
7835,38800
7836,4500
7837,1300
7838,1600
7839,1800
7840,3300
7841,3100
7842,1400
7843,2300
7844,949
7845,6000
7846,1400
7847,1600
7848,1200
7849,870
7850,1300
7851,1000
7852,1800
7853,6200
7854,716
7855,19500
7856,996
7857,1500
7858,624
7859,3300
7860,1300
7861,1400
7862,2800
7863,1200
7864,678
7865,1300
7866,1900
7867,8700
7868,914
7869,812
7870,6600
7871,1600
7872,1300
7873,554
7874,783
7875,503
7876,452
7877,1300
7878,4300
7879,1800
7880,648
7881,8200
7882,4800
7883,591
7884,1200
7885,814
7886,1300
7887,823
7888,1800
7889,664
7890,4300
7891,957
7892,2400
7893,723
7894,716
7895,3500
7896,18000
7897,1400
7898,1100
7899,662
7900,707
7901,5100
7902,3500
7903,666
7904,93
7905,901
7906,1100
7907,1500
7908,944
7909,1300
7910,10300
7911,458
7912,1300
7913,1300
7914,913
7915,1300
7916,4900
7917,1800
7918,1400
7919,5200
7920,10400
7921,2000
7922,2000
7923,2300
7924,913
7925,1000
7926,1700
7927,2500
7928,1500
7929,1500
7930,6200
7931,2200
7932,7800
7933,919
7934,2900
7935,2100
7936,1600
7937,908
7938,11900
7939,2900
7940,829
7941,914
7942,1100
7943,1000
7944,1900
7945,902
7946,750
7947,2300
7948,1500
7949,864
7950,954
7951,1700
7952,9000
7953,808
7954,9900
7955,180600
7956,1500
7957,5600
7958,2200
7959,2100
7960,826
7961,2600
7962,1900
7963,545
7964,934
7965,1100
7966,6300
7967,6400
7968,737
7969,2500
7970,2700
7971,7100
7972,3200
7973,1300
7974,1100
7975,2700
7976,3100
7977,1400
7978,689
7979,342
7980,924
7981,3800
7982,973
7983,744
7984,4100
7985,1200
7986,1900
7987,3700
7988,7200
7989,2800
7990,945
7991,764
7992,3200
7993,1700
7994,1000
7995,916
7996,2200
7997,4300
7998,618
7999,21400
8000,17900
8001,589
8002,722
8003,51900
8004,2600
8005,828
8006,3100
8007,2100
8008,1200
8009,906
8010,818
8011,2700
8012,1400
8013,534
8014,775
8015,11700
8016,850
8017,690
8018,4200
8019,2100
8020,1200
8021,1500
8022,2400
8023,1400
8024,545
8025,5000
8026,1900
8027,991
8028,2600
8029,1100
8030,4500
8031,575
8032,1200
8033,1300
8034,17800
8035,1600
8036,1100
8037,2200
8038,3100
8039,1400
8040,1200
8041,2400
8042,6900
8043,5100
8044,1200
8045,1100
8046,4200
8047,2100
8048,11700
8049,7500
8050,7700
8051,3300
8052,109
8053,1200
8054,1500
8055,3400
8056,946
8057,3400
8058,12100
8059,1200
8060,789
8061,502
8062,2500
8063,296
8064,2100
8065,8100
8066,1100
8067,2000
8068,4200
8069,3400
8070,5800
8071,2700
8072,503
8073,18300
8074,3600
8075,6500
8076,2000
8077,1100
8078,2300
8079,1200
8080,1400
8081,9500
8082,699
8083,1500
8084,1200
8085,1700
8086,750
8087,2200
8088,2800
8089,2600
8090,549
8091,3800
8092,2000
8093,3200
8094,1600
8095,1100
8096,1700
8097,885
8098,1300
8099,1000
8100,470
8101,1300
8102,629
8103,1400
8104,1300
8105,704
8106,864
8107,3400
8108,1200
8109,462
8110,4400
8111,2400
8112,3400
8113,993
8114,763
8115,4400
8116,884
8117,1200
8118,10000
8119,1700
8120,5900
8121,1300
8122,4000
8123,2400
8124,4400
8125,592
8126,725
8127,1300
8128,1000
8129,877
8130,447
8131,2000
8132,695
8133,598
8134,1200
8135,1100
8136,1100
8137,1500
8138,720
8139,715
8140,3900
8141,821
8142,3300
8143,4500
8144,1400
8145,1500
8146,1000
8147,1000
8148,573
8149,5200
8150,5000
8151,1100
8152,1100
8153,930
8154,1200
8155,6300
8156,9500
8157,1300
8158,861
8159,993
8160,3400
8161,462
8162,1600
8163,3300
8164,6800
8165,1300
8166,311
8167,1400
8168,538
8169,3900
8170,914
8171,1700
8172,1400
8173,1400
8174,657
8175,728
8176,4100
8177,896
8178,1300
8179,7200
8180,1000
8181,892
8182,601
8183,949
8184,876
8185,477
8186,579
8187,5500
8188,616
8189,4100
8190,1100
8191,6100
8192,1000
8193,1800
8194,3000
8195,3200
8196,1100
8197,1000
8198,6200
8199,2700
8200,10100
8201,1400
8202,1700
8203,1900
8204,1800
8205,1300
8206,1600
8207,1900
8208,448
8209,8000
8210,5100
8211,1100
8212,6900
8213,2100
8214,9400
8215,807
8216,1200
8217,755
8218,1700
8219,11400
8220,3800
8221,1100
8222,32600
8223,2600
8224,3600
8225,31600
8226,1200
8227,3200
8228,2500
8229,676
8230,1500
8231,423
8232,2800
8233,684
8234,4600
8235,3400
8236,1000
8237,2100
8238,4200
8239,4800
8240,628
8241,13300
8242,1100
8243,1300
8244,1300
8245,1200
8246,7800
8247,877
8248,3700
8249,802
8250,781
8251,1100
8252,1300
8253,3500
8254,920
8255,1000
8256,927
8257,568
8258,3000
8259,2200
8260,5000
8261,6200
8262,1800
8263,717
8264,686
8265,1300
8266,6100
8267,9700
8268,1400
8269,1300
8270,3200
8271,1800
8272,1300
8273,1000
8274,2100
8275,3000
8276,838
8277,1200
8278,4700
8279,1500
8280,2200
8281,2400
8282,1400
8283,1800
8284,859
8285,659
8286,1000
8287,1100
8288,2200
8289,626
8290,559
8291,2400
8292,849
8293,284700
8294,974
8295,41100
8296,692
8297,685
8298,944
8299,6300
8300,866
8301,748
8302,1200
8303,4200
8304,4800
8305,3100
8306,1100
8307,836
8308,1500
8309,411
8310,1800
8311,3300
8312,3500
8313,1100
8314,559
8315,1900
8316,679
8317,1900
8318,453
8319,1100
8320,497
8321,2700
8322,1500
8323,7900
8324,990
8325,832
8326,707
8327,830
8328,1400
8329,3100
8330,2200
8331,1400
8332,526
8333,2700
8334,1200
8335,592
8336,12500
8337,846
8338,7800
8339,1900
8340,3600
8341,684
8342,2000
8343,928
8344,5400
8345,1300
8346,2800
8347,18200
8348,596
8349,16600
8350,875
8351,6300
8352,9000
8353,695
8354,1100
8355,3200
8356,38200
8357,767
8358,2400
8359,712
8360,1400
8361,616
8362,1300
8363,3900
8364,4600
8365,8600
8366,2400
8367,1400
8368,1100
8369,3800
8370,715
8371,1000
8372,3900
8373,2300
8374,1500
8375,1600
8376,910
8377,785
8378,1300
8379,9200
8380,2100
8381,1400
8382,1600
8383,15600
8384,905
8385,1100
8386,776
8387,1200
8388,11700
8389,1100
8390,1500
8391,1600
8392,924
8393,922
8394,9800
8395,1200
8396,1400
8397,7900
8398,1200
8399,1600
8400,595
8401,3600
8402,5100
8403,1600
8404,4500
8405,1700
8406,845
8407,1100
8408,64500
8409,2200
8410,2400
8411,2500
8412,446
8413,949
8414,6000
8415,3800
8416,6100
8417,395
8418,1400
8419,1300
8420,1100
8421,24700
8422,1500
8423,640
8424,2800
8425,413
8426,648
8427,1400
8428,1800
8429,612
8430,354
8431,3800
8432,1300
8433,936
8434,691
8435,1800
8436,19400
8437,2000
8438,1700
8439,730
8440,988
8441,2300
8442,629
8443,747
8444,1300
8445,1500
8446,1800
8447,1800
8448,1000
8449,546
8450,7900
8451,10400
8452,1200
8453,1300
8454,878
8455,488
8456,1300
8457,6100
8458,7600
8459,1700
8460,1500
8461,1300
8462,1100
8463,1700
8464,868
8465,1500
8466,2400
8467,25000
8468,11100
8469,98500
8470,1400
8471,611
8472,866
8473,1400
8474,1700
8475,616
8476,2500
8477,958
8478,11000
8479,1500
8480,8700
8481,3800
8482,1500
8483,563
8484,1400
8485,5800
8486,1700
8487,737
8488,1900
8489,755
8490,1900
8491,2200
8492,1200
8493,1100
8494,985
8495,724
8496,4900
8497,1200
8498,820
