,shares
10103,1400
2036,2300
4672,693
10930,11300
15267,1200
6305,1500
920,698
1180,1800
6604,9200
3089,14300
18951,28800
2705,1400
18903,1400
16311,1400
8177,2300
16084,539
13780,1300
14373,3700
7064,864
9712,3300
4727,1100
17828,481
9759,642
9034,2800
1700,983
17064,2800
7973,12200
10792,8400
13261,540
2707,740
12943,3000
10414,6100
14707,4000
17736,5800
16688,2400
3679,5300
1626,710
12055,610
1017,940
5960,298400
4236,671
10028,992
218,846
7798,16900
12259,896
17410,467
10904,5000
15218,785
7965,1400
3964,769
6677,2600
5428,1400
2784,473
3648,2700
15330,690
17214,1200
16857,6100
16241,2500
7320,2400
7515,1500
16710,4500
14974,6500
8998,2000
6241,1300
1783,1200
10362,1700
16370,785
5807,749
17124,1800
13694,542
12239,1200
16393,1900
7922,982
13783,1200
18698,702
17100,3000
8582,3900
14874,1200
10334,1300
7113,599
17281,1500
10207,939
16355,786
1028,532
8034,984
15364,1600
4439,3000
13405,771
10250,1400
15204,412
5600,1800
11580,1100
17951,1300
18086,89500
16252,1100
8593,2700
7663,870
4063,1500
9266,2100
16931,1800
6011,3000
15247,4800
2332,1600
19311,4500
4228,507
1111,1900
2961,2300
7091,2500
12210,1400
8433,870
2090,1200
4,542
9064,5300
9898,1800
14667,995
14947,18300
7044,217
5671,533
4993,698
7503,1200
765,2000
13474,1400
15355,602
8697,730
15826,801
6000,1500
2521,1600
1809,2100
8949,731
15037,2700
14459,2000
613,380
15933,862
3282,1200
8964,1400
18535,3400
2620,981
10053,2200
14413,3200
11137,1600
7384,1900
13247,1100
19295,1100
4498,1200
19751,33100
11959,6900
12612,1600
2551,1000
15698,4200
2725,1100
10570,1000
15236,1200
7023,687
17184,1500
7345,27100
13653,547
10061,1300
6120,4400
2467,1600
11725,1500
11095,901
15002,950
4267,1100
19077,4900
17844,851
1368,1300
10042,3800
12238,1200
18559,4600
19046,2200
797,662
7493,19700
14324,888
12647,2400
8576,6800
7840,1300
1128,4100
2789,664
17408,1300
12445,845
12995,1300
8517,14400
561,759
9240,763
15047,23500
7794,19100
17296,8900
7602,1100
15482,1300
2895,5000
15377,741
9595,3900
1170,19400
10240,897
18164,720
5232,83
19015,3100
6825,715
9029,4200
13390,2700
5795,3100
12050,67100
16166,2000
4420,1300
13165,1600
8224,1100
15940,720
14675,2100
17035,945
10035,1200
890,1000
12892,5800
13358,783
12994,599
5754,872
4257,875
4751,717
17743,636
16058,430
9096,14200
13944,1300
15254,12000
7893,623
19698,1100
6525,8100
7582,3000
15466,1700
19591,8600
3852,602
11796,3900
5542,887
14567,3800
19467,1200
16652,1700
4587,920
18915,4100
2857,24100
10483,2000
15478,822
6709,1200
17172,1900
16238,1100
18333,10300
9965,2000
4658,1000
2965,648
15353,1600
17493,2300
2075,1300
3072,1400
1292,2800
10237,1300
13512,3800
10158,1000
4574,586
931,674
10052,1100
5507,1200
5144,1700
11676,1700
9955,220
18462,2300
17985,962
10635,1700
18960,1300
16048,4200
547,5300
7728,3000
9113,989
4058,6500
16206,64500
13080,969
14895,751
2661,2000
2577,2000
17612,1400
12229,2700
11053,1000
5053,11700
16838,4000
15832,903
18236,843
1008,13600
10279,15800
17630,939
19366,1100
4359,86200
12455,24300
4406,6900
9912,3000
9928,1300
9927,2300
13641,2900
17717,2000
5204,370
4674,906
924,1400
6518,1600
13872,7500
6422,12400
12462,4200
12794,1600
15246,1200
16818,1300
11667,926
5519,1800
2778,642
2251,7300
9827,7100
5171,805
615,831
16014,692
5307,1300
12407,67700
5813,1100
14653,1100
9833,935
15421,558
18497,2900
1722,1100
3870,1500
9975,1000
17474,892
5110,784
14943,2200
2125,1900
15233,3000
18223,2500
6056,2100
12706,1300
5696,896
19765,1100
567,992
9962,704
17219,6200
13392,1500
12333,976
11042,1900
7627,1100
5846,651
11552,695
16170,931
1832,698
4148,1900
4071,986
2566,1800
3012,15600
17345,805
1837,2000
11876,3700
9557,1200
3131,4000
12339,927
11847,2600
6010,767
16049,13700
18102,4700
2557,1100
8430,1100
5441,1400
11696,2900
3,1800
949,531
10943,927
6886,4400
18126,1000
7777,945
7011,1100
6853,93800
13494,2900
3355,1900
7042,1700
15324,2900
4984,983
53,671
1203,11000
16066,36100
10999,1300
19070,1200
5663,995
18637,903
19497,45400
7225,1400
17693,3300
2287,1600
9055,409
16330,975
5186,414
3526,950
9948,4900
3423,5500
553,1300
9023,3500
6338,604
19681,667
16552,452
8716,1900
17490,2900
17171,777
15366,2500
7889,1300
16076,4100
12998,1000
315,1300
3396,1300
5176,1400
15755,927
989,1900
16332,322
9650,1600
4238,972
15531,1700
5890,4500
19309,753
10790,3100
17652,1500
19749,1000
16855,14900
773,945
12192,1100
11670,943
10070,1500
1188,1100
7058,1200
4455,3400
4127,4800
339,1100
8707,1200
15979,935
7967,2300
9842,2900
2718,1600
3448,3100
6140,918
7673,1100
12203,3100
14928,1500
18851,2100
2501,1500
1369,808
10468,782
17595,1700
16315,2100
9145,1600
4489,1000
19595,11600
2929,3200
3309,742
1624,1600
12038,919
18827,776
12755,842
6766,25200
15981,689
8494,2200
16783,1200
19592,2200
16373,1400
16043,1800
9301,934
3115,1100
15087,1700
8444,6900
7507,2600
2306,33800
16550,949
7535,907
8416,1100
1741,971
11838,1100
13602,1700
14659,2000
3449,816
4862,909
7686,15700
19715,404
1735,448
15993,2700
8682,1800
17472,6500
13139,606
13335,650
552,659
4122,4900
5700,5500
2195,5900
8329,1300
12656,2500
17869,1400
18442,1100
7358,3300
925,854
1924,786
6414,1300
13810,2100
5880,956
19060,1300
1925,3000
622,1500
2316,1600
9695,992
6838,4400
12973,2500
9109,941
1934,1300
14888,1400
18211,1400
18701,4200
8944,1600
5256,790
196,3000
14678,832
11850,1200
13353,877
6215,1000
4348,1200
10816,1200
11921,2300
792,768
16716,1000
14223,2200
6552,502
19680,1100
9010,1500
9053,1400
17123,891
19803,966
18272,1200
9486,1300
13776,1200
14677,1200
5238,1300
11268,644
13495,1400
17230,8500
16328,1400
10216,1200
14456,589
8033,2700
2389,1200
14565,777
4492,468
10944,1100
13249,765
12209,1100
18666,8500
6047,1000
3179,1500
9777,952
17812,5200
2086,1200
9041,1800
9048,1200
11322,482
19285,4000
8606,878
3226,1100
17807,1900
13668,1100
14117,11200
5815,3300
8155,733
1400,903
16511,1400
17636,1100
8850,2800
11028,2300
14267,2600
399,2400
9392,1700
18055,4100
11347,916
18782,1400
9668,4000
17380,473
17687,9400
15585,2000
6747,2500
2684,679
15800,1500
5781,2200
15691,684
16321,1300
7491,905
17122,294
19435,1700
12348,492
842,1100
8583,2900
17069,1900
2179,1500
1917,1600
18187,4200
4637,3500
6579,1100
9332,2000
5629,4100
4264,640
12996,920
6999,769
16261,1900
766,2700
6002,7800
703,769
9810,1100
1123,706
18511,2700
6392,704
3221,3100
6166,1100
19433,764
5261,4200
12296,1400
18083,1500
18627,2800
6846,6400
10970,852
12272,1100
6558,695
2131,1000
18308,1400
12627,1400
11070,10900
19409,1800
18478,1200
9331,1200
12611,1100
14998,5200
6795,1300
10800,902
19576,627
2227,3800
14530,1600
9884,7600
9111,1200
353,1900
14424,2500
17781,904
3255,2100
6495,1800
11731,5800
12841,838
10989,809
4553,731
1384,688
18984,1300
11926,1900
1770,872
52,3000
13549,2700
18144,590
19684,2700
3668,5500
18428,3600
11887,773
8550,429
15849,1800
15996,1600
4478,2000
15121,3600
4216,1000
19018,613
7204,7800
11686,1800
7049,5400
8088,3000
788,900
2080,2800
12189,898
4086,1000
10664,17500
16678,1100
15941,1100
14558,1200
13857,1700
5173,1100
17734,4000
10085,1600
17261,804
14131,1800
4418,909
849,701
14260,857
7429,792
5,6500
10459,671
4778,3800
14701,736
6922,930
5565,844
14214,721
18098,1800
15033,1100
16269,399
32,1100
14954,756
16259,433
1126,1100
8234,934
934,1900
17799,987
11936,791
6286,902
1014,202
15972,921
2428,138
4769,2000
5022,1900
18003,906
3671,1200
9807,5200
3990,2100
17808,988
17626,1600
7283,1800
5075,2100
4045,1300
10941,9300
13588,2000
18335,1300
14011,3400
2720,1100
10359,741
5357,1100
16707,4500
9260,23700
12535,599
2800,1200
16092,1300
8853,701
17522,8000
15983,584
10988,47300
12484,734
6091,2000
6168,1100
19585,5800
16728,2600
16446,842
19455,1400
5219,1900
19757,916
12219,1100
12043,2100
18081,2200
469,2200
433,3300
19010,14400
7864,932
18972,1800
15560,22300
11058,1600
4654,1100
1175,1900
15648,1100
8225,1600
6889,728
15094,541
4520,700
7538,684
16980,2300
5275,548
5140,1100
17543,1600
10670,608
18554,521
9311,1300
11728,2300
14665,4800
727,1600
12982,4500
19078,3100
16759,4300
3133,5300
19699,7600
15745,897
400,2300
16557,4600
9630,5600
18881,3600
6460,905
18458,3000
4414,2100
15931,1200
3455,750
19086,7100
9011,1000
18104,1500
13563,824
15911,9600
1596,869
10400,2200
18203,2200
10518,982
10130,2000
12674,7000
6288,1800
19117,2700
11885,974
4763,4300
19215,1900
16508,2300
18128,979
686,1500
5087,969
7999,3500
11872,2600
3621,12800
4904,918
18021,1100
1601,1200
15967,10000
17538,620
7387,599
13696,558
13750,456
12249,988
11875,3200
11599,1600
720,633
7191,1500
4930,1600
12580,21500
1932,964
9133,6800
5076,1200
2756,2900
5043,1100
12309,5900
17968,1600
15420,1300
1870,3200
19495,1800
14560,2100
18386,1100
3542,23100
7441,82
741,1500
15345,950
19463,4600
11390,1100
17480,1200
12761,14200
15086,880
878,1500
14811,1800
4241,1000
11272,836
2414,1200
4628,906
5725,764
19607,1300
9036,1000
18772,256
17075,2800
18469,1300
1012,2100
16629,2000
3228,2400
13019,4100
1909,1500
10215,1900
2230,905
2881,1700
1921,1400
12781,878
7996,2700
1972,969
1094,5200
12889,1300
15266,1900
14953,728
2507,819
18890,1600
5083,4000
17292,1200
7718,13900
6351,3900
17955,1100
13509,484
962,758
17939,6600
16405,4700
15895,1600
9939,913
17038,1400
8912,465
996,1700
14443,42600
707,1400
19819,1600
14551,1400
8139,1300
6111,2800
17682,766
9124,860
6377,1100
17800,1100
5089,1500
12826,2400
9466,977
8974,2300
2097,2300
10084,1100
15015,436
11713,786
2217,841
10654,988
14083,865
902,553
11817,35700
997,665
7930,1100
11239,2500
14387,903
15217,1200
12115,1400
12101,968
3788,4700
15658,602
8878,1200
4795,954
634,1100
13985,9200
5530,1000
5484,731
4573,805
8678,1100
16782,939
9708,815
17132,928
10176,1400
3183,1900
18352,1300
14394,3000
3814,3600
1264,133700
11308,1600
6813,532
2729,3600
17156,1500
1747,4300
14483,1900
9703,1100
12598,50200
2140,1200
7704,906
17169,1100
6092,563
15866,953
10268,517
7012,1300
8406,1100
14140,936
5665,1900
13481,7600
17943,1400
4678,1200
18315,2200
19522,3400
11055,1300
13502,11400
8765,1200
72,2000
635,3100
15882,809
3571,2900
3627,1200
4544,31300
5263,768
5705,917
18193,4300
5376,1100
9648,2100
19096,980
19524,3600
6750,1800
9947,704
15848,1100
14846,533
7339,7800
5109,810
377,1300
19253,942
17322,1000
4664,1500
17279,868
1334,719
1045,837
8489,1200
10818,3100
244,753
11942,621
4151,1200
7654,3400
2210,1100
8548,799
1531,6200
9638,1700
23,2900
3340,3500
13033,1900
1315,766
9445,3600
4701,1100
16425,986
1630,1500
14320,2800
13030,1400
938,455
7299,1300
15491,818
10271,9700
13621,1800
8985,1100
15816,1100
7412,3400
814,2200
19781,728
1545,1300
8317,3600
10504,1900
10571,1000
8509,1000
758,1500
17456,509
6209,751
18937,3900
7990,1500
11652,2100
731,1900
16784,1200
8028,872
5916,1100
14937,835
17877,689
6982,1100
11100,905
8711,1300
7213,852
12561,733
7845,1400
10699,1200
10659,1100
739,918
562,2600
9667,1300
12094,850
16150,1000
15376,736
3693,1100
19500,1200
7231,2300
9042,10700
16301,1300
11956,976
15133,2100
11650,2300
2046,4800
1243,982
14021,1400
12704,1300
6722,1300
4077,4000
5715,8200
4580,1300
8306,3900
2352,762
9075,1200
8336,3200
10437,4800
14914,1200
10870,992
600,1100
4706,728
6374,681
6663,3900
13929,1400
6348,3700
11038,562
8231,852
14746,1000
89,1000
10566,2900
2049,8500
9976,722
9537,639
1428,1700
8076,6400
5658,1400
9506,1500
12280,898
1060,1200
4041,2100
12080,2100
17925,2000
295,6200
7155,753
5078,6800
3868,4200
4429,5400
2906,1000
1685,5500
19775,683
8280,1700
16265,556
11248,429
9515,796
17578,854
4605,1500
14932,9700
5634,1500
6720,5300
18818,6500
2033,550
5019,2100
959,1600
13521,2000
18390,426
8334,4400
19665,928
7705,1200
8547,2900
9897,1400
10938,6400
5381,1400
1815,262
8370,4800
17938,18800
9769,1500
1476,2000
7087,3000
1492,550
11865,1200
8099,1000
14823,2000
4923,2300
7540,2000
5500,2400
6257,1200
4902,593
18209,7800
3646,2700
16781,2300
8277,636
19037,15200
4218,1300
10351,634
694,2100
16545,868
12874,863
5897,3500
13243,1100
2721,2200
1650,1200
6808,10700
10596,32600
5213,872
13143,1500
11381,742
19092,2400
5979,8500
12833,942
3001,1100
1023,1100
16488,921
14368,844
12621,2000
4885,648
16179,827
16644,4200
933,1300
13889,1200
5973,64099
15558,6400
13786,728
13913,1900
14102,1300
7954,1200
16977,11000
4977,1100
7851,1300
8704,5000
15470,834
15216,867
2079,1700
14492,2800
9025,962
11370,1300
1740,1300
9083,16800
4934,1600
15480,951
18884,1400
12281,3400
11202,4400
2511,1400
8687,3200
9068,2500
15221,944
15557,878
13754,5700
1730,827
16476,3600
16469,3500
4187,1200
7715,931
18002,1200
16343,2400
16988,2900
1361,32500
4298,3000
17442,2400
7632,990
11649,2000
13087,3300
13347,709
16348,16800
1059,903
12155,650
12457,1900
15043,4300
16271,12600
10281,723
6627,16200
11623,950
17982,1200
10663,830
13286,6900
8171,1300
14680,5400
11389,39800
9966,1600
15649,1100
19564,2100
4198,1200
602,2900
14780,4800
7557,991
11179,1500
10796,668
19779,3100
2369,4300
2416,741
1581,1400
6367,4400
2623,1300
9944,1100
17553,3600
3103,2600
14607,5200
15148,3300
8903,759
6979,1200
12231,1600
18628,1100
1731,4900
12401,587
18176,940
1852,1500
8510,791
17629,1500
9299,704
12032,69000
18759,6300
13773,6300
5883,2400
5937,1600
15603,1800
1613,2100
14934,1000
8067,2900
11147,1100
12699,19100
12772,3900
12119,12300
7706,141
10072,485
3823,887
14249,2400
11192,1100
1701,7500
39,560
5638,1200
11418,981
11735,2300
12439,1200
9009,598
2294,681
16411,1800
18992,1200
16423,1300
10080,1500
17831,4200
11881,2400
14704,1400
6017,1700
7707,984
6625,899
2257,680
5726,815
2458,1000
3554,911
18692,508
1348,1000
17673,1200
6964,1200
19655,1100
2029,1000
8524,1100
10961,3100
2263,2200
1598,2400
10248,6500
3155,2800
6631,2500
12397,2100
3082,13700
16098,2200
16870,739
19371,1000
8852,250
16106,995
17564,1500
10645,3400
4595,10700
1213,3400
8918,1700
10995,8200
8888,1600
16785,1400
13,4000
12006,7500
14468,3800
10081,5800
1083,9200
10170,1100
754,2900
7834,1200
13350,1400
17289,1800
9612,925
14331,3700
19659,1100
2593,2300
10184,168
3773,2200
11835,1100
3245,1800
5899,1600
11210,1000
1167,11000
13299,1600
4468,721
10043,2200
18741,1500
4501,565
5038,915
19764,780
825,1100
10181,4400
16985,8300
17286,822
9094,2300
19496,341
15439,1700
11619,767
17856,778
6928,1100
5682,1100
839,1200
8638,2300
15449,2000
18860,1100
9961,3000
6480,958
11275,1800
13381,2100
12638,6500
11247,1100
6467,9100
12391,1600
10015,21000
8790,747
2597,656
15730,1300
16131,2000
18968,2200
3160,5200
18855,6200
3529,2300
11591,4300
8749,780
8897,5900
8247,1800
3117,9900
17193,1400
14920,941
15039,5900
18914,1500
6794,733
1415,1800
4133,577
9001,1200
8641,2300
571,2200
6963,3400
3895,1500
468,1100
18799,1200
18593,1200
18038,1500
9870,1400
13234,5100
12860,856
18566,1900
13067,960
3193,5700
9921,1600
10469,11300
4474,5800
10014,6800
6962,3300
1575,3000
1754,597
18421,1400
3015,680
11312,2200
1238,3400
2807,1200
13656,1100
189,2900
14683,1100
10589,11800
14499,3900
19508,2000
8677,302
18716,38200
14405,2600
6112,977
7795,748
15172,4100
3428,2300
4901,1300
17503,956
18945,2400
1502,2000
14858,1900
19570,1200
157,4900
7562,1200
19199,2700
18790,729
8210,1100
9535,847
18087,769
8857,3900
9857,582
10812,1100
7315,3400
8976,848
6083,741
9150,411
19604,1600
15732,7200
12757,7700
3936,1300
9114,40600
5984,2000
2782,4600
9002,2800
16268,1600
3703,6800
13635,1000
11024,1300
17285,657
12036,2000
7620,571
9873,866
11084,472
15109,965
7613,509
11479,7300
15909,2400
4362,1900
16056,1600
122,1200
16834,1100
5615,1000
3289,3600
8728,2100
9105,1200
3745,6300
10517,2600
9502,3900
10154,1200
14890,1500
12730,853
6075,1500
5590,2200
4154,2000
1179,869
13131,966
2133,3500
13488,1100
6832,1300
8717,11900
9865,1000
13026,11800
17372,801
4135,1200
10928,1400
1644,1000
9637,842
19396,853
9312,538
4845,3200
17966,867
2570,2200
1239,1100
10041,843300
2638,683
1884,1200
6225,922
9819,604
1536,2100
14471,4700
17898,3400
19191,1100
1643,998
4391,2500
19663,1600
13373,5800
5452,925
15830,567
8388,5400
8621,119100
3124,2000
6206,1100
5415,1600
10638,19000
16387,448
6599,4600
10513,4400
3151,812
9378,732
1245,2500
12556,718
17515,670
5188,2900
10003,971
1976,1300
2452,688
12819,1600
18119,1300
19414,1800
16719,413
15048,2100
18483,724
8525,1400
9585,1100
9628,2000
9727,17000
7051,1800
10531,5500
19350,664
17973,1000
16866,5500
1440,4500
13830,965
7426,538
17640,486
7021,924
18618,934
18845,2000
15644,2900
17057,696
14135,5000
17875,1100
15962,2800
18655,2200
13362,5600
2816,3100
12894,2000
18507,1300
10489,19200
3947,832
5082,73100
15136,1200
13040,2300
14032,2100
9756,746
4871,544
4031,1200
1587,2100
10230,1700
9028,663
17993,1200
13634,3400
16231,875
1617,1500
7442,4700
15645,790
11741,6400
3928,1100
1677,949
11382,12300
7227,919
13680,1900
18831,1300
5187,2600
15293,6200
1686,4900
16662,744
12207,2500
11559,615
13296,1500
19587,1700
13282,1400
14142,27100
10729,1500
19302,922
15457,9300
3185,835
10277,1700
6109,2600
15105,3500
17965,4600
10388,2600
17761,955
6274,4300
1445,941
6381,2600
3358,820
10189,1400
19035,941
12593,870
5386,1800
14910,10700
3435,1600
8073,821
1868,2100
5282,4700
4416,1500
19105,4200
19747,1600
7000,17700
13394,2200
15406,11800
13637,7600
3907,1400
15372,1900
14764,920
6289,856
18162,1700
12253,752
6887,866
3509,1200
8880,10600
7396,1500
17841,1500
411,1100
7388,12100
2211,1400
16990,4600
17793,1400
13406,2000
8615,5400
4485,2100
3000,4400
17534,1300
9125,2700
15990,16300
3119,1500
12426,775
4650,833
8556,2000
1168,1300
8872,8200
9162,526
18229,4000
4012,5000
17647,549
17274,1300
12630,1500
7819,1000
580,3200
10591,8300
6986,1300
3629,1300
6433,2600
1055,3400
8060,1100
10384,13900
2943,3100
17588,1000
4318,9000
3645,3700
18660,929
16626,1100
9795,1900
3922,1300
19002,3000
22,2000
11384,2800
18650,693
9924,4600
685,3100
15262,1100
1234,2600
16316,2100
13557,729
16789,1100
2863,2400
6848,4600
10320,926
918,861
9135,802
5603,1100
3086,1400
3863,739
18393,1500
7157,683
15599,3400
390,12700
6537,2400
1761,1300
11904,794
8803,2400
8101,924
2830,2300
18468,2000
4688,1900
8408,2200
6256,947
3875,2400
4237,1500
6037,9800
15938,776
5364,1400
8837,478
8335,2000
8575,4300
6788,1100
14411,1600
19479,11900
10399,6600
11439,8000
5220,1100
7254,5000
10807,26800
9415,825
13384,2500
14788,845
12295,998
7201,1300
5417,1100
8996,1500
17243,1200
3855,196
13682,1100
15886,20400
2549,1100
7849,1700
4118,706
18734,929
10210,3400
6893,1900
14489,1100
14699,1600
4787,2100
12541,715
1889,917
12162,863
10251,769
7252,423
2465,589
13859,2500
16596,682
1899,812
282,12000
14968,1900
13423,1300
16044,1400
21,997
12051,1600
6254,2400
18318,1800
5044,7400
14095,1900
11583,1700
13442,799
18279,19200
12244,579
12739,2700
17755,3500
18342,6000
17804,3000
601,3400
9731,815
10597,1100
6593,2100
17307,4000
1166,753
19379,1300
10203,165
4364,1100
10965,1300
15775,2200
847,913
18523,4200
14585,5900
12622,1400
9374,2300
5453,4500
11113,823
16650,1400
17364,5300
12545,704
2993,5500
15331,823
13093,1100
12839,872
17371,11100
1263,4600
8029,5400
899,2500
11171,5700
11605,1700
14815,5600
5831,9000
965,532
16124,3700
16620,731
12093,903
2649,2400
13528,926
10460,1100
98,11600
19270,1600
9625,1500
17659,1200
2716,1000
19123,752
12305,3000
8468,3400
9763,1300
16391,686
14100,4600
18328,812
5003,1000
18173,809
19494,2000
796,963
19615,606
14518,1900
2270,3900
5606,9500
10773,894
816,2500
11937,1200
15677,4400
18107,1400
1519,932
18074,7500
250,1300
7355,915
2447,596
13988,795
14991,1700
15167,21900
18874,4400
455,828
8261,49
258,1800
5557,384
2214,4200
7328,383
4397,2000
9915,1600
11939,984
7402,2400
7826,858
3862,2700
903,1000
8636,765
13709,1600
16145,839
1259,3800
8859,1500
5887,1200
1402,6100
15525,1000
2519,1600
16739,2000
1985,1100
1290,679
12599,911
10440,3200
14813,5200
9733,996
15278,1100
10819,7700
15438,850
13293,9900
19130,759
4848,801
9403,1500
821,893
5936,1100
3867,3900
5905,1600
14169,3100
13043,1600
15937,1500
13041,1900
9317,2100
18079,3700
6312,1000
11201,1200
5645,1400
19012,2300
3756,622
4137,793
9391,3600
4325,970
16376,4800
17729,286
10957,496
19697,707
18813,746
19251,3100
663,2000
7701,3000
15704,1500
6219,1500
2479,3200
6248,895
6352,1900
396,659
16524,907
2554,258
13759,3300
1522,5400
5704,879
13626,2400
8916,1900
222,2200
5217,18900
9423,1200
19335,925
9670,2400
10646,855
1994,2500
5181,3800
14196,9700
12707,725
18668,1600
13805,1600
7995,1400
17072,2300
14356,2000
12362,6400
8721,1100
234,2600
9738,1100
8651,5900
18608,695
6901,1400
7857,4900
16735,2400
18082,716
1631,802
9470,1200
370,1700
7138,3000
1732,1700
8274,1200
14275,4700
738,1300
9305,1700
17610,98
1349,2000
7508,813
17854,2600
13785,6900
7179,1600
16873,1000
3925,1200
10418,2800
8637,886
1537,550
550,955
2010,14200
5748,4300
2910,735
8068,691
7397,6200
8093,1500
10236,1300
6860,491
16416,3100
5876,4200
1220,1000
10895,806
19333,1500
7747,2000
2096,717
15784,934
7511,2400
5799,519
10686,1300
7014,1100
5650,1900
10395,1500
5059,1100
12975,5000
7809,2300
5015,1300
13885,1400
9084,1300
16358,2100
12154,1400
4022,980
14120,928
16803,3800
15840,7500
7161,8000
14536,1100
15280,3300
5716,1200
5401,1300
2586,2800
6644,721
8026,13700
10640,5000
3009,2300
3294,47700
3114,6400
13735,47300
7489,753
12120,1600
12944,2100
9402,682
6771,1400
9188,4300
14109,2400
431,1400
14242,3400
5112,1200
2647,975
14515,1700
13050,787
6660,786
5363,15900
2074,2700
17050,702
7365,819
10890,1600
15170,8600
1412,1100
9132,13700
9572,1500
10390,1200
12644,10600
8874,1000
17384,1400
5955,1000
16615,1300
2779,4000
3489,1000
1836,738
710,1700
551,58800
3429,1700
7601,13900
11451,3900
7077,901
10533,759
4392,22100
15289,1200
11109,746
15655,599
19297,740
19233,9000
14036,953
1702,1100
15995,788
15690,1400
4623,1900
10044,3600
6756,2600
11757,7100
1386,2300
1635,2000
4129,2300
9306,2100
19044,731
11786,1400
630,7200
6994,1000
9080,1500
5345,1000
16910,715
11009,856
11073,1200
9079,2800
15029,7600
11257,1400
8450,1200
6871,9700
1226,2100
10510,3800
17826,970
17278,1100
9743,531
2634,1300
7949,2700
17407,1400
15151,793
11234,1100
12072,395
13191,10700
11483,1100
3748,2700
1252,3600
747,980
9527,588
610,2000
6119,1000
13241,4300
4627,3500
19007,3100
12595,24100
9832,1400
11327,386
7417,1500
12393,2300
17585,1400
9588,1400
126,714
2424,1500
13248,3200
5317,1400
7010,2600
10209,1200
3856,1700
13200,593
6784,961
14917,490
9914,580
18023,930
15673,739
16331,105400
932,741
14195,747
6030,650
15022,1700
15827,2700
12649,712
16437,3200
6664,1400
11023,287
18569,3200
19033,1100
9571,1100
18418,1600
8342,1300
9938,1400
11106,1500
13116,928
16037,1500
12800,728
3766,10300
16081,4500
2689,515
14208,5700
18625,1600
10850,845
3464,550
14259,11000
17328,425
9809,544
19793,1100
8649,6700
2622,1300
5993,1900
15628,1600
17486,1000
9202,2400
10509,1100
7418,1100
7807,1100
16490,4200
6074,846
7222,2300
12909,7200
6167,691
581,3600
17216,939
2255,1400
1127,1000
404,1500
14972,566
15705,770
2889,1000
18987,1300
10420,976
1242,774
8316,2400
17398,1900
19137,3000
10888,1500
6800,983
11734,791
13401,2100
4838,1800
15943,1200
4714,2000
11617,10400
133,1300
6420,8500
4259,1800
14349,20900
6307,1100
3701,2500
14816,892
2145,1100
3292,13200
16685,1000
6504,902
7145,1900
18792,3000
13289,843
2158,943
10335,939
12151,846
14650,1700
11083,4900
3650,6300
11703,904
4027,971
3236,7400
12370,653
11339,4000
19708,1500
13316,962
11944,3600
8551,1100
12042,807
11941,896
17739,1100
334,19800
12503,1800
16302,1500
2773,3200
11299,1100
11031,1500
10138,7100
19509,2000
2767,3400
2289,1200
8156,3900
6765,1400
2717,3600
13145,1700
4590,4900
42,12400
18197,474
17246,1000
3349,1100
1579,4100
14500,1700
11295,2300
7975,2100
6649,1400
5065,3600
19238,736
11120,1600
3085,914
12793,958
14741,1700
1096,5100
4537,3800
7197,2400
6662,819
14819,2800
4569,1600
8554,4100
19571,10100
9333,14100
12264,1100
3431,10100
18149,1400
1172,4200
7302,697
11082,1200
2114,14700
16582,1900
15966,720
15505,8700
6410,1300
8851,13700
5911,970
17976,593
6933,1400
12685,1000
8114,905
15853,3600
7,4600
10060,704
16162,1400
11245,709
13178,4600
13654,26700
12865,1300
19226,1500
14080,698
19005,1700
10484,6200
8929,2700
3667,999
12147,1500
516,1600
1966,1400
8898,2700
12856,1300
12548,1000
15435,682
3835,1100
15113,13200
6590,7300
6807,2300
9242,1600
17782,1200
12326,1500
5356,1100
2780,2300
8391,6900
11995,7300
2222,3700
4404,898
14763,530
19653,7800
17436,1600
8104,2000
7027,1400
16655,712
18685,569
9688,3300
12177,1800
11788,3000
17448,4000
14198,1200
14418,5300
18157,4800
759,1000
16856,5400
4512,3100
2068,1500
13854,7100
8459,650
3601,633
11076,1100
1803,552
10914,1800
2611,1000
18347,1200
13965,5600
18905,818
5694,1400
4909,1700
1409,1400
5690,1200
6869,1800
2517,7600
3285,836
3004,3700
19716,2400
13539,1100
8382,885
6180,2900
16878,1400
19119,1700
11027,3600
18035,1100
4132,1200
17991,1100
19812,2200
11540,1100
12574,98700
15473,2600
8861,2300
6757,3000
13141,1700
8275,4200
15583,764
11978,1900
5048,9200
1182,1200
13753,1000
17049,96900
13180,786
11682,284700
10491,745
8467,1300
4305,2600
452,1500
5611,2600
19293,503
6198,3100
7353,954
6454,914
6261,1300
793,830
13896,718
12607,1900
6559,447
2864,2500
15112,1800
1375,464
19017,2100
18340,1400
11672,684
19516,1300
4245,763
19024,6400
11963,712
8945,613
14136,47800
3118,1600
7260,1200
6479,5000
19056,4700
16674,1400
2785,1000
13571,1400
11902,43200
3295,2800
11853,915
15495,889
13138,1900
6028,3400
6772,717
10777,2800
1339,861
6378,898
12105,2300
7542,1500
15623,932
5299,3800
10157,2300
12353,1200
15565,500
17540,1000
9574,6200
17280,2100
12197,2200
2958,1300
9863,1300
7566,2100
10861,873
17769,957
14674,906
7859,3300
5525,991
2440,1900
13364,895
12768,1300
2172,632
11368,643
5242,2200
